REF_CLOSING_DESCRIPTION,ENTITY_DESCRIPTION_SHORT,ENTITY_TYPE,DEB_TIME,FIN_TIME,UPDATE_TIME,WORK_DATE
,PortAventura World,PARK,2022-06-22 09:30:00.000,2022-06-22 23:00:00.000,2022-06-23 08:05:19.000,2022-06-22
,Tivoli Gardens,PARK,2022-07-11 09:30:00.000,2022-07-11 20:00:00.000,2022-07-12 07:56:39.000,2022-07-11
,Tivoli Gardens,PARK,2018-10-12 10:00:00.000,2018-10-12 18:00:00.000,2018-10-13 07:36:36.000,2018-10-12
,PortAventura World,PARK,2020-01-23 08:30:00.000,2020-01-23 09:30:00.000,2020-01-24 07:46:37.000,2020-01-23
,PortAventura World,PARK,2019-11-01 08:30:00.000,2019-11-01 09:30:00.000,2019-11-02 08:04:29.000,2019-11-01
,PortAventura World,PARK,2019-02-03 10:00:00.000,2019-02-03 19:00:00.000,2019-02-04 07:27:39.000,2019-02-03
,Tivoli Gardens,PARK,2020-02-21 10:00:00.000,2020-02-21 19:00:00.000,2020-02-22 08:32:12.000,2020-02-21
,PortAventura World,PARK,2018-09-08 10:00:00.000,2018-09-08 22:00:00.000,2018-09-09 08:31:23.000,2018-09-08
,PortAventura World,PARK,2018-05-08 08:30:00.000,2018-05-08 09:30:00.000,2018-05-09 07:45:40.000,2018-05-08
,PortAventura World,PARK,2019-09-02 08:30:00.000,2019-09-02 09:30:00.000,2019-09-03 07:59:05.000,2019-09-02
,Tivoli Gardens,PARK,2022-05-08 09:30:00.000,2022-05-08 20:00:00.000,2022-05-09 09:58:20.000,2022-05-08
,Tivoli Gardens,PARK,2022-08-08 09:30:00.000,2022-08-08 21:00:00.000,2022-08-09 07:26:20.000,2022-08-08
,Tivoli Gardens,PARK,2018-08-13 08:30:00.000,2018-08-13 09:30:00.000,2018-08-14 08:17:59.000,2018-08-13
,PortAventura World,PARK,2019-03-21 10:00:00.000,2019-03-21 20:00:00.000,2019-03-22 07:45:23.000,2019-03-21
,Tivoli Gardens,PARK,2019-03-19 08:30:00.000,2019-03-19 09:30:00.000,2019-03-20 07:39:00.000,2019-03-19
,Tivoli Gardens,PARK,2018-09-21 10:00:00.000,2018-09-21 18:00:00.000,2018-09-22 08:46:21.000,2018-09-21
,PortAventura World,PARK,2018-04-17 10:00:00.000,2018-04-17 22:00:00.000,2018-04-18 08:21:07.000,2018-04-17
,Tivoli Gardens,PARK,2019-11-03 08:30:00.000,2019-11-03 09:30:00.000,2019-11-04 07:18:45.000,2019-11-03
,Tivoli Gardens,PARK,2018-08-21 10:00:00.000,2018-08-21 20:00:00.000,2018-08-22 08:24:15.000,2018-08-21
,Tivoli Gardens,PARK,2019-07-11 10:00:00.000,2019-07-11 20:00:00.000,2019-07-12 07:57:56.000,2019-07-11
,PortAventura World,PARK,2019-01-12 08:30:00.000,2019-01-12 09:30:00.000,2019-01-13 08:43:36.000,2019-01-12
,PortAventura World,PARK,2022-05-22 08:30:00.000,2022-05-22 09:30:00.000,2022-05-23 07:52:14.000,2022-05-22
,PortAventura World,PARK,2019-10-05 08:30:00.000,2019-10-05 09:30:00.000,2019-10-06 07:55:42.000,2019-10-05
,PortAventura World,PARK,2019-09-20 10:00:00.000,2019-09-20 21:30:00.000,2019-09-21 07:25:18.000,2019-09-20
,PortAventura World,PARK,2022-07-14 08:30:00.000,2022-07-14 09:30:00.000,2022-07-15 07:38:14.000,2022-07-14
,PortAventura World,PARK,2019-06-11 10:00:00.000,2019-06-11 23:00:00.000,2019-06-12 07:48:06.000,2019-06-11
,PortAventura World,PARK,2022-07-24 08:30:00.000,2022-07-24 09:30:00.000,2022-07-25 08:15:42.000,2022-07-24
,Tivoli Gardens,PARK,2020-02-17 08:30:00.000,2020-02-17 09:30:00.000,2020-02-18 07:39:59.000,2020-02-17
,Tivoli Gardens,PARK,2018-11-28 08:30:00.000,2018-11-28 09:30:00.000,2018-11-29 08:09:30.000,2018-11-28
,PortAventura World,PARK,2018-07-18 08:30:00.000,2018-07-18 09:30:00.000,2018-07-19 07:47:13.000,2018-07-18
,Tivoli Gardens,PARK,2018-05-27 10:00:00.000,2018-05-27 20:00:00.000,2018-05-28 08:02:17.000,2018-05-27
,Tivoli Gardens,PARK,2022-07-23 09:30:00.000,2022-07-23 21:00:00.000,2022-07-24 07:52:29.000,2022-07-23
,Tivoli Gardens,PARK,2022-04-20 09:30:00.000,2022-04-20 20:00:00.000,2022-04-21 08:17:47.000,2022-04-20
,PortAventura World,PARK,2019-11-10 08:30:00.000,2019-11-10 09:30:00.000,2019-11-11 07:22:02.000,2019-11-10
,Tivoli Gardens,PARK,2019-01-20 08:30:00.000,2019-01-20 09:30:00.000,2019-01-21 07:22:18.000,2019-01-20
,Tivoli Gardens,PARK,2019-09-23 08:30:00.000,2019-09-23 09:30:00.000,2019-09-24 07:47:35.000,2019-09-23
,PortAventura World,PARK,2018-07-13 08:30:00.000,2018-07-13 09:30:00.000,2018-07-14 08:04:05.000,2018-07-13
,Tivoli Gardens,PARK,2020-02-22 10:00:00.000,2020-02-22 20:00:00.000,2020-02-23 08:41:55.000,2020-02-22
,PortAventura World,PARK,2022-04-05 08:30:00.000,2022-04-05 09:30:00.000,2022-04-06 08:50:38.000,2022-04-05
,PortAventura World,PARK,2022-05-03 09:30:00.000,2022-05-03 23:00:00.000,2022-05-04 08:06:58.000,2022-05-03
,Tivoli Gardens,PARK,2019-08-19 08:30:00.000,2019-08-19 09:30:00.000,2019-08-20 07:49:13.000,2019-08-19
,PortAventura World,PARK,2018-12-14 10:00:00.000,2018-12-14 19:00:00.000,2018-12-15 07:29:58.000,2018-12-14
,Tivoli Gardens,PARK,2019-05-20 08:30:00.000,2019-05-20 09:30:00.000,2019-05-21 07:40:27.000,2019-05-20
,PortAventura World,PARK,2018-04-29 08:30:00.000,2018-04-29 09:30:00.000,2018-04-30 07:45:56.000,2018-04-29
,Tivoli Gardens,PARK,2019-07-15 10:00:00.000,2019-07-15 20:00:00.000,2019-07-16 07:42:12.000,2019-07-15
,Tivoli Gardens,PARK,2020-01-01 10:00:00.000,2020-01-01 20:00:00.000,2020-01-02 08:06:08.000,2020-01-01
,PortAventura World,PARK,2018-12-29 08:00:00.000,2018-12-29 09:00:00.000,2018-12-30 07:31:56.000,2018-12-29
,Tivoli Gardens,PARK,2018-12-22 08:00:00.000,2018-12-22 09:00:00.000,2018-12-23 07:54:00.000,2018-12-22
,PortAventura World,PARK,2018-07-22 10:00:00.000,2018-07-22 23:00:00.000,2018-07-23 07:35:26.000,2018-07-22
,PortAventura World,PARK,2019-05-22 08:30:00.000,2019-05-22 09:30:00.000,2019-05-23 07:36:57.000,2019-05-22
,PortAventura World,PARK,2018-06-04 08:30:00.000,2018-06-04 09:30:00.000,2018-06-05 08:29:05.000,2018-06-04
,PortAventura World,PARK,2018-07-11 08:30:00.000,2018-07-11 09:30:00.000,2018-07-12 08:52:11.000,2018-07-11
,Tivoli Gardens,PARK,2019-07-16 10:00:00.000,2019-07-16 20:00:00.000,2019-07-17 07:43:34.000,2019-07-16
,Tivoli Gardens,PARK,2018-12-27 09:00:00.000,2018-12-27 20:00:00.000,2018-12-28 07:35:49.000,2018-12-27
,Tivoli Gardens,PARK,2018-04-11 08:30:00.000,2018-04-11 09:30:00.000,2018-04-12 08:02:09.000,2018-04-11
,Tivoli Gardens,PARK,2019-02-01 08:30:00.000,2019-02-01 09:30:00.000,2019-02-02 08:27:15.000,2019-02-01
,Tivoli Gardens,PARK,2018-06-02 10:00:00.000,2018-06-02 18:00:00.000,2018-06-03 08:36:49.000,2018-06-02
,PortAventura World,PARK,2022-05-06 09:30:00.000,2022-05-06 23:00:00.000,2022-05-07 07:53:30.000,2022-05-06
,PortAventura World,PARK,2018-10-06 08:30:00.000,2018-10-06 09:30:00.000,2018-10-07 08:23:28.000,2018-10-06
,PortAventura World,PARK,2019-02-23 08:30:00.000,2019-02-23 09:30:00.000,2019-02-24 07:31:01.000,2019-02-23
,Tivoli Gardens,PARK,2022-07-17 08:30:00.000,2022-07-17 09:30:00.000,2022-07-18 07:26:14.000,2022-07-17
,PortAventura World,PARK,2018-01-12 10:00:00.000,2018-01-12 19:00:00.000,2018-01-13 09:45:54.000,2018-01-12
,Tivoli Gardens,PARK,2018-09-23 09:00:00.000,2018-09-23 10:00:00.000,2018-09-24 08:01:23.000,2018-09-23
,Tivoli Gardens,PARK,2022-05-07 08:30:00.000,2022-05-07 09:30:00.000,2022-05-08 09:30:56.000,2022-05-07
,PortAventura World,PARK,2019-03-22 10:00:00.000,2019-03-22 20:00:00.000,2019-03-23 08:09:57.000,2019-03-22
,PortAventura World,PARK,2020-02-04 08:30:00.000,2020-02-04 09:30:00.000,2020-02-05 07:46:25.000,2020-02-04
,PortAventura World,PARK,2019-12-24 09:00:00.000,2019-12-24 22:00:00.000,2019-12-25 07:23:00.000,2019-12-24
,PortAventura World,PARK,2019-01-26 10:00:00.000,2019-01-26 20:00:00.000,2019-01-27 07:48:03.000,2019-01-26
,PortAventura World,PARK,2019-09-15 08:30:00.000,2019-09-15 09:30:00.000,2019-09-16 07:44:36.000,2019-09-15
,Tivoli Gardens,PARK,2019-03-06 10:00:00.000,2019-03-06 19:30:00.000,2019-03-07 07:51:08.000,2019-03-06
,Tivoli Gardens,PARK,2019-05-30 10:00:00.000,2019-05-30 20:00:00.000,2019-05-31 07:38:43.000,2019-05-30
,PortAventura World,PARK,2019-04-26 08:30:00.000,2019-04-26 09:30:00.000,2019-04-27 09:26:58.000,2019-04-26
,PortAventura World,PARK,2020-01-01 08:30:00.000,2020-01-01 09:30:00.000,2020-01-02 08:06:07.000,2020-01-01
,Tivoli Gardens,PARK,2018-08-24 08:30:00.000,2018-08-24 09:30:00.000,2018-08-25 08:51:13.000,2018-08-24
,Tivoli Gardens,PARK,2019-08-05 10:00:00.000,2019-08-05 20:00:00.000,2019-08-06 07:40:37.000,2019-08-05
,PortAventura World,PARK,2018-01-15 08:30:00.000,2018-01-15 09:30:00.000,2018-01-16 08:29:28.000,2018-01-15
,Tivoli Gardens,PARK,2019-07-12 08:30:00.000,2019-07-12 09:30:00.000,2019-07-13 07:21:04.000,2019-07-12
,PortAventura World,PARK,2019-04-12 08:30:00.000,2019-04-12 09:30:00.000,2019-04-13 07:52:49.000,2019-04-12
,Tivoli Gardens,PARK,2019-09-19 10:00:00.000,2019-09-19 18:00:00.000,2019-09-20 07:49:01.000,2019-09-19
,PortAventura World,PARK,2018-11-26 08:30:00.000,2018-11-26 09:30:00.000,2018-11-27 07:42:23.000,2018-11-26
,Tivoli Gardens,PARK,2019-07-15 08:30:00.000,2019-07-15 09:30:00.000,2019-07-16 07:42:12.000,2019-07-15
,Tivoli Gardens,PARK,2019-06-05 10:00:00.000,2019-06-05 19:00:00.000,2019-06-06 07:42:22.000,2019-06-05
,Tivoli Gardens,PARK,2019-08-02 08:30:00.000,2019-08-02 09:30:00.000,2019-08-03 07:53:57.000,2019-08-02
,Tivoli Gardens,PARK,2019-07-30 08:30:00.000,2019-07-30 09:30:00.000,2019-07-31 07:37:13.000,2019-07-30
,Tivoli Gardens,PARK,2019-07-29 10:00:00.000,2019-07-29 20:00:00.000,2019-07-30 07:37:48.000,2019-07-29
,PortAventura World,PARK,2018-06-24 10:00:00.000,2018-06-24 23:00:00.000,2018-06-25 08:03:50.000,2018-06-24
,PortAventura World,PARK,2019-04-24 10:00:00.000,2019-04-24 22:00:00.000,2019-04-25 07:50:54.000,2019-04-24
,Tivoli Gardens,PARK,2019-07-24 08:30:00.000,2019-07-24 09:30:00.000,2019-07-25 09:08:55.000,2019-07-24
,Tivoli Gardens,PARK,2018-02-22 10:00:00.000,2018-02-22 20:00:00.000,2018-02-23 08:51:32.000,2018-02-22
,PortAventura World,PARK,2019-05-05 08:30:00.000,2019-05-05 09:30:00.000,2019-05-06 08:09:37.000,2019-05-05
,PortAventura World,PARK,2018-03-28 08:30:00.000,2018-03-28 09:30:00.000,2018-03-29 08:27:18.000,2018-03-28
,PortAventura World,PARK,2019-08-01 10:00:00.000,2019-08-01 23:00:00.000,2019-08-02 08:09:19.000,2019-08-01
,PortAventura World,PARK,2020-02-28 08:30:00.000,2020-02-28 09:30:00.000,2020-02-29 08:43:39.000,2020-02-28
,Tivoli Gardens,PARK,2018-05-01 08:30:00.000,2018-05-01 09:30:00.000,2018-05-02 07:47:08.000,2018-05-01
,PortAventura World,PARK,2018-12-23 09:00:00.000,2018-12-23 22:00:00.000,2018-12-24 07:18:24.000,2018-12-23
,PortAventura World,PARK,2019-11-09 08:30:00.000,2019-11-09 09:30:00.000,2019-11-10 07:23:34.000,2019-11-09
,PortAventura World,PARK,2018-08-18 08:30:00.000,2018-08-18 09:30:00.000,2018-08-19 08:46:48.000,2018-08-18
,PortAventura World,PARK,2019-06-20 10:00:00.000,2019-06-20 23:00:00.000,2019-06-21 08:26:40.000,2019-06-20
,PortAventura World,PARK,2018-08-22 10:00:00.000,2018-08-22 23:00:00.000,2018-08-23 07:42:26.000,2018-08-22
,PortAventura World,PARK,2018-03-27 08:30:00.000,2018-03-27 09:30:00.000,2018-03-28 08:11:40.000,2018-03-27
,Tivoli Gardens,PARK,2019-12-17 08:30:00.000,2019-12-17 09:30:00.000,2019-12-18 07:30:57.000,2019-12-17
,PortAventura World,PARK,2020-01-14 08:30:00.000,2020-01-14 09:30:00.000,2020-01-15 08:28:11.000,2020-01-14
,PortAventura World,PARK,2019-03-21 08:30:00.000,2019-03-21 09:30:00.000,2019-03-22 07:45:23.000,2019-03-21
,PortAventura World,PARK,2022-04-01 08:30:00.000,2022-04-01 09:30:00.000,2022-04-02 08:01:26.000,2022-04-01
,PortAventura World,PARK,2020-01-25 08:30:00.000,2020-01-25 09:30:00.000,2020-01-26 07:58:32.000,2020-01-25
,PortAventura World,PARK,2019-06-05 10:00:00.000,2019-06-05 23:00:00.000,2019-06-06 07:42:22.000,2019-06-05
,Tivoli Gardens,PARK,2018-02-28 08:30:00.000,2018-02-28 09:30:00.000,2018-03-01 08:34:49.000,2018-02-28
,Tivoli Gardens,PARK,2018-09-17 08:30:00.000,2018-09-17 09:30:00.000,2018-09-18 07:42:08.000,2018-09-17
,Tivoli Gardens,PARK,2020-01-21 08:30:00.000,2020-01-21 09:30:00.000,2020-01-22 07:32:56.000,2020-01-21
,Tivoli Gardens,PARK,2019-09-22 10:00:00.000,2019-09-22 21:00:00.000,2019-09-23 07:39:53.000,2019-09-22
,PortAventura World,PARK,2018-01-18 08:30:00.000,2018-01-18 09:30:00.000,2018-01-19 08:12:39.000,2018-01-18
,Tivoli Gardens,PARK,2019-06-04 08:30:00.000,2019-06-04 09:30:00.000,2019-06-05 07:51:48.000,2019-06-04
,PortAventura World,PARK,2022-06-11 08:30:00.000,2022-06-11 09:30:00.000,2022-06-12 08:52:33.000,2022-06-11
,Tivoli Gardens,PARK,2018-11-21 08:30:00.000,2018-11-21 09:30:00.000,2018-11-22 07:58:34.000,2018-11-21
,PortAventura World,PARK,2019-12-19 08:30:00.000,2019-12-19 09:30:00.000,2019-12-20 08:13:19.000,2019-12-19
,Tivoli Gardens,PARK,2019-10-27 08:30:00.000,2019-10-27 09:30:00.000,2019-10-28 08:10:50.000,2019-10-27
,Tivoli Gardens,PARK,2022-05-01 08:30:00.000,2022-05-01 09:30:00.000,2022-05-02 10:51:31.000,2022-05-01
,PortAventura World,PARK,2019-11-12 10:00:00.000,2019-11-12 19:00:00.000,2019-11-13 07:39:57.000,2019-11-12
,Tivoli Gardens,PARK,2019-11-18 08:30:00.000,2019-11-18 09:30:00.000,2019-11-19 07:54:36.000,2019-11-18
,Tivoli Gardens,PARK,2018-09-26 10:00:00.000,2018-09-26 18:00:00.000,2018-09-27 07:52:38.000,2018-09-26
,PortAventura World,PARK,2018-09-30 10:00:00.000,2018-09-30 21:00:00.000,2018-10-01 07:32:50.000,2018-09-30
,Tivoli Gardens,PARK,2018-04-23 08:30:00.000,2018-04-23 09:30:00.000,2018-04-24 08:15:14.000,2018-04-23
,Tivoli Gardens,PARK,2022-05-08 08:30:00.000,2022-05-08 09:30:00.000,2022-05-09 09:58:20.000,2022-05-08
,PortAventura World,PARK,2018-08-10 10:00:00.000,2018-08-10 23:00:00.000,2018-08-11 08:33:08.000,2018-08-10
,PortAventura World,PARK,2018-02-09 10:00:00.000,2018-02-09 20:00:00.000,2018-02-10 08:21:56.000,2018-02-09
,Tivoli Gardens,PARK,2022-07-20 00:00:00.000,2022-07-20 00:00:00.000,2022-07-21 07:59:08.000,2022-07-20
,Tivoli Gardens,PARK,2019-05-07 08:30:00.000,2019-05-07 09:30:00.000,2019-05-08 07:45:55.000,2019-05-07
,PortAventura World,PARK,2019-02-16 10:00:00.000,2019-02-16 20:00:00.000,2019-02-17 09:22:24.000,2019-02-16
,Tivoli Gardens,PARK,2019-09-08 10:00:00.000,2019-09-08 20:00:00.000,2019-09-09 07:59:40.000,2019-09-08
,PortAventura World,PARK,2019-05-07 10:00:00.000,2019-05-07 22:30:00.000,2019-05-08 07:45:53.000,2019-05-07
,Tivoli Gardens,PARK,2019-07-21 10:00:00.000,2019-07-21 20:00:00.000,2019-07-22 07:44:42.000,2019-07-21
,PortAventura World,PARK,2022-06-21 08:30:00.000,2022-06-21 09:30:00.000,2022-06-22 09:12:06.000,2022-06-21
,PortAventura World,PARK,2018-12-08 09:00:00.000,2018-12-08 22:00:00.000,2018-12-09 09:20:46.000,2018-12-08
,PortAventura World,PARK,2018-02-10 10:00:00.000,2018-02-10 21:00:00.000,2018-02-11 07:50:58.000,2018-02-10
,Tivoli Gardens,PARK,2022-07-27 00:00:00.000,2022-07-27 00:00:00.000,2022-07-28 07:20:29.000,2022-07-27
,PortAventura World,PARK,2022-07-16 08:30:00.000,2022-07-16 09:30:00.000,2022-07-17 07:45:36.000,2022-07-16
,Tivoli Gardens,PARK,2019-10-18 08:30:00.000,2019-10-18 09:30:00.000,2019-10-19 07:36:44.000,2019-10-18
,Tivoli Gardens,PARK,2019-05-05 10:00:00.000,2019-05-05 20:00:00.000,2019-05-06 08:09:39.000,2019-05-05
,Tivoli Gardens,PARK,2019-09-20 10:00:00.000,2019-09-20 18:00:00.000,2019-09-21 07:25:19.000,2019-09-20
,Tivoli Gardens,PARK,2018-09-28 08:30:00.000,2018-09-28 09:30:00.000,2018-09-29 08:31:58.000,2018-09-28
,Tivoli Gardens,PARK,2019-05-12 10:00:00.000,2019-05-12 20:00:00.000,2019-05-13 07:44:06.000,2019-05-12
,PortAventura World,PARK,2018-11-08 10:00:00.000,2018-11-08 19:00:00.000,2018-11-09 08:23:59.000,2018-11-08
,Tivoli Gardens,PARK,2018-09-20 08:30:00.000,2018-09-20 09:30:00.000,2018-09-21 07:55:22.000,2018-09-20
,PortAventura World,PARK,2019-02-04 08:30:00.000,2019-02-04 09:30:00.000,2019-02-05 09:13:41.000,2019-02-04
,Tivoli Gardens,PARK,2019-10-01 08:30:00.000,2019-10-01 09:30:00.000,2019-10-02 07:44:26.000,2019-10-01
,Tivoli Gardens,PARK,2018-03-21 08:30:00.000,2018-03-21 09:30:00.000,2018-03-22 09:03:06.000,2018-03-21
,PortAventura World,PARK,2019-01-09 10:00:00.000,2019-01-09 18:00:00.000,2019-01-10 07:40:32.000,2019-01-09
,Tivoli Gardens,PARK,2022-06-04 09:30:00.000,2022-06-04 20:00:00.000,2022-06-05 08:22:20.000,2022-06-04
,PortAventura World,PARK,2018-09-13 08:30:00.000,2018-09-13 09:30:00.000,2018-09-14 07:51:46.000,2018-09-13
,PortAventura World,PARK,2018-06-20 08:30:00.000,2018-06-20 09:30:00.000,2018-06-21 07:44:56.000,2018-06-20
,Tivoli Gardens,PARK,2019-01-07 10:00:00.000,2019-01-07 18:00:00.000,2019-01-08 07:47:24.000,2019-01-07
,Tivoli Gardens,PARK,2018-12-04 08:30:00.000,2018-12-04 09:30:00.000,2018-12-05 09:08:17.000,2018-12-04
,Tivoli Gardens,PARK,2019-08-16 08:30:00.000,2019-08-16 09:30:00.000,2019-08-17 08:17:23.000,2019-08-16
,Tivoli Gardens,PARK,2018-10-18 08:30:00.000,2018-10-18 09:30:00.000,2018-10-19 07:35:41.000,2018-10-18
,PortAventura World,PARK,2018-10-31 08:30:00.000,2018-10-31 09:30:00.000,2018-11-01 09:16:49.000,2018-10-31
,Tivoli Gardens,PARK,2022-07-25 00:00:00.000,2022-07-25 00:00:00.000,2022-07-26 07:39:56.000,2022-07-25
,Tivoli Gardens,PARK,2019-09-16 08:30:00.000,2019-09-16 09:30:00.000,2019-09-17 08:43:41.000,2019-09-16
,PortAventura World,PARK,2019-02-24 10:00:00.000,2019-02-24 19:00:00.000,2019-02-25 06:32:09.000,2019-02-24
,Tivoli Gardens,PARK,2022-06-11 09:30:00.000,2022-06-11 19:00:00.000,2022-06-12 08:52:34.000,2022-06-11
,PortAventura World,PARK,2018-08-29 10:00:00.000,2018-08-29 23:00:00.000,2018-08-30 08:07:03.000,2018-08-29
,Tivoli Gardens,PARK,2022-04-10 09:30:00.000,2022-04-10 20:00:00.000,2022-04-11 07:51:33.000,2022-04-10
,Tivoli Gardens,PARK,2022-06-17 09:30:00.000,2022-06-17 20:00:00.000,2022-06-18 08:21:16.000,2022-06-17
,PortAventura World,PARK,2019-10-24 08:30:00.000,2019-10-24 09:30:00.000,2019-10-25 08:43:27.000,2019-10-24
,Tivoli Gardens,PARK,2022-04-06 08:30:00.000,2022-04-06 09:30:00.000,2022-04-07 08:11:47.000,2022-04-06
,Tivoli Gardens,PARK,2022-04-04 08:30:00.000,2022-04-04 09:30:00.000,2022-04-05 08:54:33.000,2022-04-04
,PortAventura World,PARK,2018-06-28 10:00:00.000,2018-06-28 23:00:00.000,2018-06-29 09:11:50.000,2018-06-28
,Tivoli Gardens,PARK,2019-03-24 08:30:00.000,2019-03-24 09:30:00.000,2019-03-25 07:43:04.000,2019-03-24
,Tivoli Gardens,PARK,2019-03-28 10:00:00.000,2019-03-28 18:00:00.000,2019-03-29 08:01:03.000,2019-03-28
,Tivoli Gardens,PARK,2019-10-06 08:30:00.000,2019-10-06 09:30:00.000,2019-10-07 07:37:04.000,2019-10-06
,PortAventura World,PARK,2018-04-02 08:30:00.000,2018-04-02 09:30:00.000,2018-04-03 07:45:54.000,2018-04-02
,Tivoli Gardens,PARK,2019-09-26 10:00:00.000,2019-09-26 18:00:00.000,2019-09-27 07:38:58.000,2019-09-26
,Tivoli Gardens,PARK,2018-03-08 08:30:00.000,2018-03-08 09:30:00.000,2018-03-09 08:53:30.000,2018-03-08
,PortAventura World,PARK,2019-12-20 08:30:00.000,2019-12-20 09:30:00.000,2019-12-21 07:49:38.000,2019-12-20
,PortAventura World,PARK,2018-10-10 10:00:00.000,2018-10-10 20:00:00.000,2018-10-11 08:48:15.000,2018-10-10
,Tivoli Gardens,PARK,2018-08-05 08:30:00.000,2018-08-05 09:30:00.000,2018-08-06 07:48:05.000,2018-08-05
,PortAventura World,PARK,2018-08-17 08:30:00.000,2018-08-17 09:30:00.000,2018-08-18 07:53:39.000,2018-08-17
,Tivoli Gardens,PARK,2022-05-19 09:30:00.000,2022-05-19 20:00:00.000,2022-05-20 08:08:50.000,2022-05-19
,Tivoli Gardens,PARK,2019-04-06 08:30:00.000,2019-04-06 09:30:00.000,2019-04-07 09:09:54.000,2019-04-06
,PortAventura World,PARK,2019-12-05 08:30:00.000,2019-12-05 09:30:00.000,2019-12-06 07:49:42.000,2019-12-05
,PortAventura World,PARK,2020-02-23 08:30:00.000,2020-02-23 09:30:00.000,2020-02-24 08:03:38.000,2020-02-23
,Tivoli Gardens,PARK,2019-03-26 08:30:00.000,2019-03-26 09:30:00.000,2019-03-27 07:49:50.000,2019-03-26
,Tivoli Gardens,PARK,2022-07-13 09:30:00.000,2022-07-13 20:00:00.000,2022-07-14 07:41:18.000,2022-07-13
,Tivoli Gardens,PARK,2019-01-22 08:30:00.000,2019-01-22 09:30:00.000,2019-01-23 08:38:31.000,2019-01-22
,PortAventura World,PARK,2018-07-14 10:00:00.000,2018-07-14 23:00:00.000,2018-07-15 07:59:31.000,2018-07-14
,Tivoli Gardens,PARK,2019-12-18 10:00:00.000,2019-12-18 18:00:00.000,2019-12-19 07:30:37.000,2019-12-18
,Tivoli Gardens,PARK,2022-07-18 09:30:00.000,2022-07-18 20:00:00.000,2022-07-19 07:42:36.000,2022-07-18
,Tivoli Gardens,PARK,2018-02-02 08:30:00.000,2018-02-02 09:30:00.000,2018-02-03 08:51:49.000,2018-02-02
,Tivoli Gardens,PARK,2019-10-28 10:00:00.000,2019-10-28 20:00:00.000,2019-10-29 09:22:41.000,2019-10-28
,PortAventura World,PARK,2018-06-05 08:30:00.000,2018-06-05 09:30:00.000,2018-06-06 07:28:19.000,2018-06-05
,Tivoli Gardens,PARK,2022-07-01 09:30:00.000,2022-07-01 20:00:00.000,2022-07-02 07:53:25.000,2022-07-01
,Tivoli Gardens,PARK,2019-02-03 08:30:00.000,2019-02-03 09:30:00.000,2019-02-04 07:27:40.000,2019-02-03
,PortAventura World,PARK,2018-02-05 10:00:00.000,2018-02-05 20:00:00.000,2018-02-06 07:47:34.000,2018-02-05
,PortAventura World,PARK,2018-04-02 10:00:00.000,2018-04-02 22:00:00.000,2018-04-03 07:45:54.000,2018-04-02
,PortAventura World,PARK,2018-06-30 10:00:00.000,2018-06-30 23:00:00.000,2018-07-01 08:20:51.000,2018-06-30
,PortAventura World,PARK,2019-10-09 08:30:00.000,2019-10-09 09:30:00.000,2019-10-10 07:39:47.000,2019-10-09
,Tivoli Gardens,PARK,2018-06-01 10:00:00.000,2018-06-01 19:00:00.000,2018-06-02 08:08:43.000,2018-06-01
,PortAventura World,PARK,2019-04-13 08:30:00.000,2019-04-13 09:30:00.000,2019-04-14 08:51:35.000,2019-04-13
,Tivoli Gardens,PARK,2019-09-04 08:30:00.000,2019-09-04 09:30:00.000,2019-09-05 08:21:47.000,2019-09-04
,PortAventura World,PARK,2018-04-23 10:00:00.000,2018-04-23 22:00:00.000,2018-04-24 08:15:13.000,2018-04-23
,Tivoli Gardens,PARK,2018-11-18 09:00:00.000,2018-11-18 20:00:00.000,2018-11-19 08:08:13.000,2018-11-18
,PortAventura World,PARK,2019-10-12 10:00:00.000,2019-10-12 22:00:00.000,2019-10-13 07:44:24.000,2019-10-12
,PortAventura World,PARK,2022-05-28 09:30:00.000,2022-05-28 23:00:00.000,2022-05-29 08:45:29.000,2022-05-28
,Tivoli Gardens,PARK,2018-11-18 08:00:00.000,2018-11-18 09:00:00.000,2018-11-19 08:08:13.000,2018-11-18
,PortAventura World,PARK,2019-11-03 10:00:00.000,2019-11-03 21:00:00.000,2019-11-04 07:18:43.000,2019-11-03
,Tivoli Gardens,PARK,2019-05-17 08:30:00.000,2019-05-17 09:30:00.000,2019-05-18 07:40:40.000,2019-05-17
,PortAventura World,PARK,2019-01-24 10:00:00.000,2019-01-24 18:30:00.000,2019-01-25 07:58:28.000,2019-01-24
,Tivoli Gardens,PARK,2019-05-28 08:30:00.000,2019-05-28 09:30:00.000,2019-05-29 09:05:54.000,2019-05-28
,PortAventura World,PARK,2019-11-20 08:30:00.000,2019-11-20 09:30:00.000,2019-11-21 07:48:12.000,2019-11-20
,PortAventura World,PARK,2019-01-25 10:00:00.000,2019-01-25 18:30:00.000,2019-01-26 07:44:46.000,2019-01-25
,PortAventura World,PARK,2019-05-27 08:30:00.000,2019-05-27 09:30:00.000,2019-05-28 07:56:28.000,2019-05-27
,Tivoli Gardens,PARK,2022-05-23 08:30:00.000,2022-05-23 09:30:00.000,2022-05-24 07:44:14.000,2022-05-23
,Tivoli Gardens,PARK,2022-07-14 09:30:00.000,2022-07-14 20:00:00.000,2022-07-15 07:38:15.000,2022-07-14
